date,price
20/2/2004,53.782501
23/2/2004,52.710499
24/2/2004,52.3531
25/2/2004,51.817101
26/2/2004,51.459702
27/2/2004,53.067799
1/3/2004,53.067799
2/3/2004,52.710499
3/3/2004,51.638401
4/3/2004,51.459702
5/3/2004,51.459702
8/3/2004,51.459702
9/3/2004,50.923698
10/3/2004,50.209
11/3/2004,48.779499
12/3/2004,48.0648
15/3/2004,47.528801
16/3/2004,48.0648
17/3/2004,48.2435
18/3/2004,47.707401
19/3/2004,47.528801
22/3/2004,45.742001
23/3/2004,46.278
24/3/2004,46.992699
25/3/2004,45.920601
26/3/2004,45.563301
29/3/2004,45.742001
30/3/2004,47.171398
31/3/2004,46.635399
1/4/2004,46.992699
2/4/2004,47.886101
5/4/2004,47.886101
6/4/2004,48.779499
7/4/2004,48.779499
8/4/2004,48.4221
9/4/2004,48.4221
12/4/2004,48.4221
13/4/2004,48.6008
14/4/2004,46.813999
15/4/2004,45.563301
16/4/2004,45.384602
19/4/2004,45.384602
20/4/2004,45.384602
21/4/2004,44.133801
22/4/2004,43.597801
23/4/2004,44.669899
26/4/2004,43.419102
27/4/2004,43.597801
28/4/2004,43.419102
29/4/2004,42.883099
30/4/2004,42.883099
3/5/2004,42.704399
4/5/2004,43.061798
5/5/2004,41.9897
6/5/2004,41.9897
7/5/2004,41.453701
10/5/2004,40.0242
11/5/2004,39.309502
12/5/2004,39.845501
13/5/2004,38.952099
14/5/2004,38.594799
17/5/2004,36.2719
18/5/2004,36.986698
19/5/2004,38.952099
20/5/2004,39.130798
21/5/2004,40.2029
24/5/2004,40.738899
25/5/2004,40.917599
26/5/2004,40.917599
27/5/2004,41.9897
28/5/2004,41.9897
31/5/2004,41.811001
1/6/2004,41.453701
2/6/2004,41.453701
3/6/2004,40.5602
4/6/2004,40.738899
7/6/2004,42.5257
8/6/2004,42.347
9/6/2004,42.347
10/6/2004,42.704399
11/6/2004,42.883099
14/6/2004,41.275002
15/6/2004,41.096298
16/6/2004,41.096298
17/6/2004,40.5602
18/6/2004,39.130798
21/6/2004,39.130798
22/6/2004,39.130798
23/6/2004,39.130798
